Date	Tub number	Dish	Cup	Tube_number	Treatment (# females)	Block	Total	Sex	Collection method	Date/time set up	Block set up	Collected time	Hours post parasitism	
29/1 am	3	1	0	27	10	2.2	21	Males	Dead	17/01/2023 16:40	############	############	11.75	
29/1 am	3	1	0	33	10	2.2	6	Males	Dead	17/01/2023 17:05	############	############	11.75	
29/1 am	3	1	0	31	1	2.2	0	Males	Dead	17/01/2023 16:30	############	############	11.75	
29/1 am	3	1	0	26	5	2.2	18	Males	Dead	17/01/2023 16:31	############	############	11.75	
29/1 am	3	1	0	29	5	2.2	26	Males	Dead	17/01/2023 16:51	############	############	11.75	
29/1 am	3	0	0	28	1	2.2	11	Males	Live	17/01/2023 16:28	############	############	11.75	
29/1 pm	4	1	0	34	1	2.2	0	Males	Dead	17/01/2023 17:05	############	############	12	
29/1 pm	4	1	0	28	1	2.2	0	Males	Dead	17/01/2023 16:28	############	############	12	
29/1 pm	4	1	0	32	5	2.2	0	Males	Dead	17/01/2023 17:05	############	############	12	
29/1 pm	4	1	0	29	5	2.2	2	Males	Dead	17/01/2023 16:51	############	############	12	
29/1 pm	4	1	0	30	10	2.2	5	Males	Dead	17/01/2023 16:49	############	############	12	
29/4 pm	4	1	0	27	10	2.2	4	Males	Dead	17/01/2023 16:40	############	############	12	
29/4 pm	4	1	0	33	10	2.2	3	Males	Dead	17/01/2023 17:05	############	############	12	
29/4 pm	4	1	0	26	5	2.2	4	Males	Dead	17/01/2023 16:31	############	############	12	
30/1 am	5	1	0	34	1	2.2	2	Males	Dead	17/01/2023 17:05	############	############	12.75	
30/1 am	5	1	0	31	1	2.2	5	Males	Dead	17/01/2023 16:30	############	############	12.75	
30/1 am	5	1	0	33	10	2.2	24	Males	Dead	17/01/2023 17:05	############	############	12.75	
30/1 am	5	1	0	32	5	2.2	5	Males	Dead	17/01/2023 17:05	############	############	12.75	
30/1 am	5	1	0	28	1	2.2	3	Males	Dead	17/01/2023 16:28	############	############	12.75	
30/1 am	5	1	0	29	5	2.2	4	Males	Dead	17/01/2023 16:51	############	############	12.75	
30/1 am	5	0	0	26	5	2.2	8	Males	Live	17/01/2023 16:31	############	############	12.75	
30/1 am	5	0	0	27	10	2.2	15	Males	Live	17/01/2023 16:40	############	############	12.75	
30/1 pm	5	0	1	33	10	2.2	2	Males	Live	17/01/2023 17:05	############	############	12.75	
30/1 pm	5	0	1	30	10	2.2	1	Males	Live	17/01/2023 16:49	############	############	12.75	
30/1 pm	5	0	1	27	10	2.2	1	Males	Live	17/01/2023 16:40	############	############	12.75	
30/1 pm	5	0	1	26	5	2.2	1	Males	Live	17/01/2023 16:31	############	############	12.75	
30/1 pm	5	0	1	34	1	2.2	5	Males	Live	17/01/2023 17:05	############	############	12.75	
30/1 pm	5	0	1	32	5	2.2	0	Males	Live	17/01/2023 17:05	############	############	12.75	
30/1 pm	5	1	0	30	10	2.2	17	Males	Live	17/01/2023 16:49	############	############	12.75	
30/1 pm	6	0	1	33	10	2.2	1	Males	Dead	17/01/2023 17:05	############	############	13	
30/1 pm	6	0	1	26	5	2.2	1	Males	Dead	17/01/2023 16:31	############	############	13	
30/1 pm	6	1	0	31	1	2.2	0	Males	Live	17/01/2023 16:30	############	############	13	
30/1 pm	6	1	0	34	1	2.2	0	Males	Live	17/01/2023 17:05	############	############	13	
30/1 pm	6	1	0	30	10	2.2	0	Males	Live	17/01/2023 16:49	############	############	13	
30/1 pm	6	1	0	32	5	2.2	2	Males	Live	17/01/2023 17:05	############	############	13	
30/1 pm	6	1	0	27	10	2.2	1	Males	Live	17/01/2023 16:40	############	############	13	
30/1 pm	6	1	0	33	10	2.2	3	Males	Live	17/01/2023 17:05	############	############	13	
30/1 pm	6	1	0	29	5	2.2	2	Males	Live	17/01/2023 16:51	############	############	13	
30/1 pm	6	1	0	26	5	2.2	4	Males	Live	17/01/2023 16:31	############	############	13	
31/1 am	7	0	1	30	10	2.2	3	Males	Live	17/01/2023 16:49	############	############	13.75	
31/1 am	7	0	1	31	1	2.2	1	Males	Live	17/01/2023 16:30	############	############	13.75	
31/1 am	7	0	1	26	5	2.2	3	Males	Live	17/01/2023 16:31	############	############	13.75	
31/1 am	7	0	1	32	5	2.2	2	Males	Live	17/01/2023 17:05	############	############	13.75	
31/1 am	7	0	1	27	10	2.2	0	Males	Live	17/01/2023 16:40	############	############	13.75	
31/1 am	7	1	0	27	10	2.2	10	Males	Live	17/01/2023 16:40	############	############	13.75	
31/1 am	7	1	0	30	10	2.2	9	Males	Live	17/01/2023 16:49	############	############	13.75	
31/1 am	7	1	0	26	5	2.2	3	Males	Live	17/01/2023 16:31	############	############	13.75	
31/1 am	7	1	0	29	5	2.2	0	Males	Live	17/01/2023 16:51	############	############	13.75	
31/1 am	7	1	0	31	1	2.2	6	Males	Live	17/01/2023 16:30	############	############	13.75	
31/1 am	7	1	0	33	10	2.2	7	Males	Live	17/01/2023 17:05	############	############	13.75	
31/1 am	7	1	0	32	5	2.2	4	Males	Live	17/01/2023 17:05	############	############	13.75	
31/1 am	7	1	0	34	1	2.2	3	Males	Live	17/01/2023 17:05	############	############	13.75	
31/1 pm	8	0	1	26	5	2.2	0	Males	Live	17/01/2023 16:31	############	############	14	
31/1 pm	8	0	1	30	10	2.2	3	Males	Live	17/01/2023 16:49	############	############	14	
31/1 pm	8	0	1	29	5	2.2	1	Males	Live	17/01/2023 16:51	############	############	14	
31/1 pm	8	0	1	31	1	2.2	1	Males	Live	17/01/2023 16:30	############	############	14	
31/1 pm	8	0	1	33	10	2.2	0	Males	Live	17/01/2023 17:05	############	############	14	
31/1 pm	8	1	0	30	10	2.2	0	Males	Live	17/01/2023 16:49	############	############	14	
31/1 pm	8	1	0	29	5	2.2	0	Males	Live	17/01/2023 16:51	############	############	14	
31/1 pm	8	1	0	31	1	2.2	2	Males	Live	17/01/2023 16:30	############	############	14	
31/1 pm	8	1	0	27	10	2.2	0	Males	Live	17/01/2023 16:40	############	############	14	
31/1 pm	8	1	0	26	5	2.2	2	Males	Live	17/01/2023 16:31	############	############	14	
1/2 am	9	0	1	34	1	2.2	0	Males	Live	17/01/2023 17:05	############	############	14.75	
1/2 am	9	0	1	29	5	2.2	1	Males	Live	17/01/2023 16:51	############	############	14.75	
1/2 am	9	0	1	28	1	2.2	1	Males	Live	17/01/2023 16:28	############	############	14.75	
1/2 am	9	0	1	27	10	2.2	2	Males	Live	17/01/2023 16:40	############	############	14.75	
1/2 am	9	0	1	27	10	2.2	1	Males	Live	17/01/2023 16:40	############	############	14.75	
1/2 am	9	0	1	33	10	2.2	2	Males	Live	17/01/2023 17:05	############	############	14.75	
1/2 am	9	0	1	30	10	2.2	1	Males	Live	17/01/2023 16:49	############	############	14.75	
1/2 am	9	0	1	26	5	2.2	4	Males	Live	17/01/2023 16:31	############	############	14.75	
01/2 am	9	1	0	33	10	2.2	3	Males	Live	17/01/2023 17:05	############	############	14.75	
01/2 am	9	1	0	30	10	2.2	1	Males	Live	17/01/2023 16:49	############	############	14.75	
01/2 am	9	1	0	31	1	2.2	0	Males	Live	17/01/2023 16:30	############	############	14.75	
01/2 am	9	1	0	27	10	2.2	0	Males	Live	17/01/2023 16:40	############	############	14.75	
01/2 am	9	1	0	26	5	2.2	0	Males	Live	17/01/2023 16:31	############	############	14.75	
01/2 am	9	1	0	34	1	2.2	0	Males	Live	17/01/2023 17:05	############	############	14.75	
01/2 am	9	1	0	32	5	2.2	1	Males	Live	17/01/2023 17:05	############	############	14.75	
1/2 pm	10	0	1	33	10	2.2	0	Males	Live	17/01/2023 17:05	############	############	15	
1/2 pm	10	0	1	29	5	2.2	1	Males	Live	17/01/2023 16:51	############	############	15	
1/2 pm	10	0	1	31	1	2.2	0	Males	Live	17/01/2023 16:30	############	############	15	
1/2 pm	10	0	1	30	10	2.2	1	Males	Live	17/01/2023 16:49	############	############	15	
1/2 pm	10	1	0	30	10	2.2	0	Males	Live	17/01/2023 16:49	############	############	15	
1/2 pm	10	1	0	32	5	2.2	0	Males	Live	17/01/2023 17:05	############	############	15	
02/2 am	11	1	0	33	10	2.2	0	Males	Live	17/01/2023 17:05	############	############	15.75	
02/2 am	11	0	1	31	1	2.2	3	Males	Live	17/01/2023 16:30	############	############	15.75	
02/2 am	11	0	1	26	5	2.2	3	Males	Live	17/01/2023 16:31	############	############	15.75	
02/2 am	11	0	1	29	5	2.2	1	Males	Live	17/01/2023 16:51	############	############	15.75	
02/2 am	11	0	1	30	10	2.2	0	Males	Live	17/01/2023 16:49	############	############	15.75	
02/2 am	11	0	1	33	10	2.2	3	Males	Live	17/01/2023 17:05	############	############	15.75	
02/2 am	11	0	1	27	10	2.2	0	Males	Live	17/01/2023 16:40	############	############	15.75	
02/2 am	11	0	1	32	5	2.2	1	Males	Live	17/01/2023 17:05	############	############	15.75	
2/2 pm	12	0	1	33	10	2.2	0	Males	Live	17/01/2023 17:05	############	############	16	
2/2 pm	12	0	1	26	5	2.2	0	Males	Live	17/01/2023 16:31	############	############	16	
2/2 pm	12	0	1	29	5	2.2	0	Males	Live	17/01/2023 16:51	############	############	16	
2/2 pm	12	0	1	27	10	2.2	0	Males	Live	17/01/2023 16:40	############	############	16	
2/2 pm	12	0	1	30	10	2.2	1	Males	Live	17/01/2023 16:49	############	############	16	
29/1 am	3	1	0	44	5	3.1	0	Males	Dead	18/01/2023 09:20	############	############	11	
29/1 am	3	1	0	39	10	3.1	18	Males	Dead	18/01/2023 08:46	############	############	11	
29/1 am	3	1	0	37	1	3.1	0	Males	Dead	18/01/2023 08:35	############	############	11	
29/1 am	3	1	0	40	1	3.1	4	Males	Dead	18/01/2023 08:48	############	############	11	
29/1 am	3	1	0	35	5	3.1	1	Males	Dead	18/01/2023 08:42	############	############	11	
29/1 am	3	1	0	36	10	3.1	15	Males	Dead	18/01/2023 09:00	############	############	11	
29/1 pm	4	1	0	44	5	3.1	0	Males	Dead	18/01/2023 09:20	############	############	11.25	
29/1 pm	4	1	0	35	5	3.1	3	Males	Dead	18/01/2023 08:42	############	############	11.25	
29/1 pm	4	1	0	42	10	3.1	4	Males	Dead	18/01/2023 09:05	############	############	11.25	
29/1 pm	4	1	0	37	1	3.1	1	Males	Dead	18/01/2023 08:35	############	############	11.25	
29/4 pm	4	1	0	39	10	3.1	1	Males	Dead	18/01/2023 08:46	############	############	11.25	
29/4 pm	4	1	0	40	1	3.1	0	Males	Dead	18/01/2023 08:48	############	############	11.25	
29/4 pm	4	1	0	36	10	3.1	4	Males	Dead	18/01/2023 09:00	############	############	11.25	
29/4 pm	4	1	0	38	5	3.1	0	Males	Dead	18/01/2023 08:38	############	############	11.25	
30/1 am	5	1	0	40	1	3.1	2	Males	Dead	18/01/2023 08:48	############	############	12	
30/1 am	5	1	0	35	5	3.1	10	Males	Dead	18/01/2023 08:42	############	############	12	
30/1 am	5	0	0	35	5	3.1	10	Males	Live	18/01/2023 08:42	############	############	12	
30/1 am	5	0	0	39	10	3.1	8	Males	Live	18/01/2023 08:46	############	############	12	
30/1 am	5	0	0	38	5	3.1	10	Males	Live	18/01/2023 08:38	############	############	12	
30/1 am	5	0	0	39	10	3.1	9	Males	Live	18/01/2023 08:46	############	############	12	
30/1 am	5	0	0	44	5	3.1	9	Males	Live	18/01/2023 09:20	############	############	12	
30/1 am	5	0	0	42	10	3.1	11	Males	Live	18/01/2023 09:05	############	############	12	
30/1 am	5	0	1	40	1	3.1	4	Males	Live	18/01/2023 08:48	############	############	12	
30/1 am	5	0	1	43	1	3.1	1	Males	Live	18/01/2023 09:06	############	############	12	
30/1 am	5	0	1	42	10	3.1	1	Males	Live	18/01/2023 09:05	############	############	12	
30/1 am	5	0	1	39	10	3.1	2	Males	Live	18/01/2023 08:46	############	############	12	
30/1 am	5	0	1	37	1	3.1	0	Males	Live	18/01/2023 08:35	############	############	12	
30/1 pm	5	0	1	36	10	3.1	4	Males	Live	18/01/2023 09:00	############	############	12	
30/1 pm	5	0	1	35	5	3.1	1	Males	Live	18/01/2023 08:42	############	############	12	
30/1 pm	5	0	1	46	1	3.1	3	Males	Live	18/01/2023 09:20	############	############	12	
30/1 pm	5	1	0	46	1	3.1	4	Males	Live	18/01/2023 09:20	############	############	12	
30/1 pm	5	1	0	43	1	3.1	2	Males	Live	18/01/2023 09:06	############	############	12	
30/1 pm	5	1	0	41	5	3.1	6	Males	Live	18/01/2023 08:55	############	############	12	
30/1 pm	5	1	0	45	10	3.1	2	Males	Live	18/01/2023 09:17	############	############	12	
30/1 pm	5	1	0	36	10	3.1	24	Males	Live	18/01/2023 09:00	############	############	12	
30/1 pm	5	1	0	37	1	3.1	10	Males	Live	18/01/2023 08:35	############	############	12	
30/1 pm	5	1	0	45	10	3.1	10	Males	Live	18/01/2023 09:17	############	############	12	
30/1 pm	6	0	1	43	1	3.1	2	Males	Dead	18/01/2023 09:06	############	############	12.25	
30/1 pm	6	0	1	46	1	3.1	1	Males	Dead	18/01/2023 09:20	############	############	12.25	
30/1 pm	6	0	1	37	1	3.1	2	Males	Dead	18/01/2023 08:35	############	############	12.25	
30/1 pm	6	0	1	42	10	3.1	1	Males	Dead	18/01/2023 09:05	############	############	12.25	
30/1 pm	6	0	1	45	10	3.1	1	Males	Dead	18/01/2023 09:17	############	############	12.25	
30/1 pm	6	1	0	45	10	3.1	2	Males	Live	18/01/2023 09:17	############	############	12.25	
30/1 pm	6	1	0	39	10	3.1	1	Males	Live	18/01/2023 08:46	############	############	12.25	
30/1 pm	6	1	0	37	1	3.1	1	Males	Live	18/01/2023 08:35	############	############	12.25	
30/1 pm	6	1	0	44	5	3.1	0	Males	Live	18/01/2023 09:20	############	############	12.25	
30/1 pm	6	1	0	35	5	3.1	2	Males	Live	18/01/2023 08:42	############	############	12.25	
30/1 pm	6	1	0	44	5	3.1	3	Males	Live	18/01/2023 09:20	############	############	12.25	
30/1 pm	6	1	0	38	5	3.1	4	Males	Live	18/01/2023 08:38	############	############	12.25	
30/1 pm	6	1	0	46	1	3.1	1	Males	Live	18/01/2023 09:20	############	############	12.25	
30/1 pm	6	1	0	36	10	3.1	2	Males	Live	18/01/2023 09:00	############	############	12.25	
30/1 pm	6	1	0	40	1	3.1	1	Males	Live	18/01/2023 08:48	############	############	12.25	
30/1 pm	6	1	0	41	5	3.1	0	Males	Live	18/01/2023 08:55	############	############	12.25	
31/1 am	7	0	1	40	1	3.1	2	Males	Live	18/01/2023 08:48	############	############	13	
31/1 am	7	0	1	45	10	3.1	5	Males	Live	18/01/2023 09:17	############	############	13	
31/1 am	7	0	1	42	10	3.1	4	Males	Live	18/01/2023 09:05	############	############	13	
31/1 am	7	0	1	39	10	3.1	3	Males	Live	18/01/2023 08:46	############	############	13	
31/1 am	7	0	1	43	1	3.1	5	Males	Live	18/01/2023 09:06	############	############	13	
31/1 am	7	0	1	36	10	3.1	4	Males	Live	18/01/2023 09:00	############	############	13	
31/1 am	7	0	1	41	5	3.1	5	Males	Live	18/01/2023 08:55	############	############	13	
31/1 am	7	0	1	38	5	3.1	1	Males	Live	18/01/2023 08:38	############	############	13	
31/1 am	7	0	1	46	1	3.1	5	Males	Live	18/01/2023 09:20	############	############	13	
31/1 am	7	1	0	39	10	3.1	0	Males	Live	18/01/2023 08:46	############	############	13	
31/1 am	7	1	0	44	5	3.1	7	Males	Live	18/01/2023 09:20	############	############	13	
31/1 am	7	1	0	45	10	3.1	2	Males	Live	18/01/2023 09:17	############	############	13	
31/1 am	7	1	0	35	5	3.1	2	Males	Live	18/01/2023 08:42	############	############	13	
31/1 am	7	1	0	42	10	3.1	2	Males	Live	18/01/2023 09:05	############	############	13	
31/1 am	7	1	0	38	5	3.1	3	Males	Live	18/01/2023 08:38	############	############	13	
31/1 am	7	1	0	39	10	3.1	9	Males	Live	18/01/2023 08:46	############	############	13	
31/1 am	7	1	0	35	5	3.1	4	Males	Live	18/01/2023 08:42	############	############	13	
31/1 am	7	1	0	43	1	3.1	0	Males	Live	18/01/2023 09:06	############	############	13	
31/1 am	7	1	0	37	1	3.1	1	Males	Live	18/01/2023 08:35	############	############	13	
31/1 am	7	1	0	41	5	3.1	1	Males	Live	18/01/2023 08:55	############	############	13	
31/1 am	7	1	0	46	1	3.1	0	Males	Live	18/01/2023 09:20	############	############	13	
31/1 pm	8	0	1	35	5	3.1	1	Males	Live	18/01/2023 08:42	############	############	13.25	
31/1 pm	8	0	1	44	5	3.1	0	Males	Live	18/01/2023 09:20	############	############	13.25	
31/1 pm	8	0	1	40	1	3.1	0	Males	Live	18/01/2023 08:48	############	############	13.25	
31/1 pm	8	0	1	45	10	3.1	6	Males	Live	18/01/2023 09:17	############	############	13.25	
31/1 pm	8	0	1	41	5	3.1	0	Males	Live	18/01/2023 08:55	############	############	13.25	
31/1 pm	8	0	1	36	10	3.1	3	Males	Live	18/01/2023 09:00	############	############	13.25	
31/1 pm	8	0	1	46	1	3.1	0	Males	Live	18/01/2023 09:20	############	############	13.25	
31/1 pm	8	0	1	37	1	3.1	1	Males	Live	18/01/2023 08:35	############	############	13.25	
31/1 pm	8	0	1	42	10	3.1	3	Males	Live	18/01/2023 09:05	############	############	13.25	
31/1 pm	8	0	1	43	1	3.1	1	Males	Live	18/01/2023 09:06	############	############	13.25	
31/1 pm	8	1	0	44	5	3.1	0	Males	Live	18/01/2023 09:20	############	############	13.25	
31/1 pm	8	1	0	36	10	3.1	1	Males	Live	18/01/2023 09:00	############	############	13.25	
31/1 pm	8	1	0	39	10	3.1	1	Males	Live	18/01/2023 08:46	############	############	13.25	
1/2 am	9	0	1	39	10	3.1	0	Males	Live	18/01/2023 08:46	############	############	14	
1/2 am	9	0	1	42	10	3.1	4	Males	Live	18/01/2023 09:05	############	############	14	
1/2 am	9	0	1	44	5	3.1	2	Males	Live	18/01/2023 09:20	############	############	14	
1/2 am	9	0	1	38	5	3.1	1	Males	Live	18/01/2023 08:38	############	############	14	
1/2 am	9	0	1	43	1	3.1	5	Males	Live	18/01/2023 09:06	############	############	14	
1/2 am	9	0	1	35	5	3.1	0	Males	Live	18/01/2023 08:42	############	############	14	
1/2 am	9	0	1	46	1	3.1	1	Males	Live	18/01/2023 09:20	############	############	14	
1/2 am	9	0	1	41	5	3.1	6	Males	Live	18/01/2023 08:55	############	############	14	
1/2 am	9	0	1	36	10	3.1	3	Males	Live	18/01/2023 09:00	############	############	14	
1/2 am	9	0	1	37	1	3.1	7	Males	Live	18/01/2023 08:35	############	############	14	
1/2 am	9	0	1	45	10	3.1	9	Males	Live	18/01/2023 09:17	############	############	14	
01/2 am	9	1	0	44	5	3.1	0	Males	Live	18/01/2023 09:20	############	############	14	
01/2 am	9	1	0	39	10	3.1	0	Males	Live	18/01/2023 08:46	############	############	14	
01/2 am	9	1	0	38	5	3.1	5	Males	Live	18/01/2023 08:38	############	############	14	
01/2 am	9	1	0	36	10	3.1	1	Males	Live	18/01/2023 09:00	############	############	14	
01/2 am	9	1	0	43	1	3.1	2	Males	Live	18/01/2023 09:06	############	############	14	
01/2 am	9	1	0	37	1	3.1	0	Males	Live	18/01/2023 08:35	############	############	14	
1/2 pm	10	0	1	43	1	3.1	0	Males	Live	18/01/2023 09:06	############	############	14.25	
1/2 pm	10	0	1	37	1	3.1	1	Males	Live	18/01/2023 08:35	############	############	14.25	
1/2 pm	10	0	1	36	10	3.1	1	Males	Live	18/01/2023 09:00	############	############	14.25	
1/2 pm	10	0	1	35	5	3.1	0	Males	Live	18/01/2023 08:42	############	############	14.25	
1/2 pm	10	0	1	39	10	3.1	0	Males	Live	18/01/2023 08:46	############	############	14.25	
1/2 pm	10	0	1	44	5	3.1	1	Males	Live	18/01/2023 09:20	############	############	14.25	
1/2 pm	10	0	1	45	10	3.1	4	Males	Live	18/01/2023 09:17	############	############	14.25	
1/2 pm	10	0	1	42	10	3.1	0	Males	Live	18/01/2023 09:05	############	############	14.25	
1/2 pm	10	0	1	41	5	3.1	0	Males	Live	18/01/2023 08:55	############	############	14.25	
1/2 pm	10	0	1	46	1	3.1	1	Males	Live	18/01/2023 09:20	############	############	14.25	
1/2 pm	10	0	1	38	5	3.1	0	Males	Live	18/01/2023 08:38	############	############	14.25	
1/2 pm	10	1	0	42	10	3.1	0	Males	Live	18/01/2023 09:05	############	############	14.25	
02/2 am	11	1	0	42	10	3.1	0	Males	Live	18/01/2023 09:05	############	############	15	
02/2 am	11	1	0	36	10	3.1	2	Males	Live	18/01/2023 09:00	############	############	15	
02/2 am	11	0	1	41	5	3.1	2	Males	Live	18/01/2023 08:55	############	############	15	
02/2 am	11	0	1	39	10	3.1	6	Males	Live	18/01/2023 08:46	############	############	15	
02/2 am	11	0	1	45	10	3.1	13	Males	Live	18/01/2023 09:17	############	############	15	
02/2 am	11	0	1	44	5	3.1	10	Males	Live	18/01/2023 09:20	############	############	15	
02/2 am	11	0	1	42	10	3.1	4	Males	Live	18/01/2023 09:05	############	############	15	
02/2 am	11	0	1	36	10	3.1	1	Males	Live	18/01/2023 09:00	############	############	15	
02/2 am	11	0	1	46	1	3.1	1	Males	Live	18/01/2023 09:20	############	############	15	
02/2 am	11	0	1	38	5	3.1	1	Males	Live	18/01/2023 08:38	############	############	15	
02/2 am	11	0	1	35	5	3.1	3	Males	Live	18/01/2023 08:42	############	############	15	
02/2 am	11	0	1	43	1	3.1	2	Males	Live	18/01/2023 09:06	############	############	15	
02/2 am	11	0	1	40	1	3.1	0	Males	Live	18/01/2023 08:48	############	############	15	
02/2 am	11	0	1	37	1	3.1	1	Males	Live	18/01/2023 08:35	############	############	15	
2/2 pm	12	0	1	39	10	3.1	2	Males	Live	18/01/2023 08:46	############	############	15.25	
2/2 pm	12	0	1	38	5	3.1	0	Males	Live	18/01/2023 08:38	############	############	15.25	
2/2 pm	12	0	1	40	1	3.1	0	Males	Live	18/01/2023 08:48	############	############	15.25	
2/2 pm	12	0	1	41	5	3.1	2	Males	Live	18/01/2023 08:55	############	############	15.25	
2/2 pm	12	0	1	35	5	3.1	0	Males	Live	18/01/2023 08:42	############	############	15.25	
2/2 pm	12	0	1	42	10	3.1	0	Males	Live	18/01/2023 09:05	############	############	15.25	
2/2 pm	12	0	1	44	5	3.1	2	Males	Live	18/01/2023 09:20	############	############	15.25	
2/2 pm	12	0	1	45	10	3.1	1	Males	Live	18/01/2023 09:17	############	############	15.25	
2/2 pm	12	1	0	45	10	3.1	0	Males	Live	18/01/2023 09:17	############	############	15.25	
03/2 am	13	0	1	45	10	3.1	13	Males	Live	18/01/2023 09:17	############	############	16	
03/2 am	13	0	1	39	10	3.1	6	Males	Live	18/01/2023 08:46	############	############	16	
03/2 am	13	0	1	44	5	3.1	3	Males	Live	18/01/2023 09:20	############	############	16	
03/2 am	13	0	1	41	5	3.1	0	Males	Live	18/01/2023 08:55	############	############	16	
03/2 am	13	0	1	45	10	3.1	0	Males	Live	18/01/2023 09:17	############	############	16	
03/2 am	13	0	1	42	10	3.1	0	Males	Live	18/01/2023 09:05	############	############	16	
03/2 am	13	0	1	35	5	3.1	0	Males	Live	18/01/2023 08:42	############	############	16	
03/2 am	13	1	0	38	5	3.1	0	Males	Live	18/01/2023 08:38	############	############	16	
30/1 am	5	1	0	57	10	3.2	0	Males	Dead	18/01/2023 16:01	############	############	11.75	
30/1 am	5	0	0	54	10	3.2	1	Males	Live	18/01/2023 15:48	############	############	11.75	
30/1 am	5	0	0	56	5	3.2	1	Males	Live	18/01/2023 15:59	############	############	11.75	
30/1 pm	5	0	1	51	10	3.2	3	Males	Live	18/01/2023 15:49	############	############	11.75	
30/1 pm	5	1	0	48	10	3.2	2	Males	Live	18/01/2023 15:24	############	############	11.75	
30/1 pm	5	1	0	49	1	3.2	3	Males	Live	18/01/2023 15:28	############	############	11.75	
30/1 pm	5	1	0	51	10	3.2	5	Males	Live	18/01/2023 15:49	############	############	11.75	
30/1 pm	5	1	0	50	5	3.2	4	Males	Live	18/01/2023 15:31	############	############	11.75	
30/1 pm	5	1	0	53	5	3.2	1	Males	Live	18/01/2023 15:39	############	############	11.75	
30/1 pm	5	1	0	47	5	3.2	3	Males	Live	18/01/2023 15:24	############	############	11.75	
30/1 pm	6	0	1	50	5	3.2	0	Males	Dead	18/01/2023 15:31	############	############	12	
30/1 pm	6	0	1	53	5	3.2	1	Males	Dead	18/01/2023 15:39	############	############	12	
30/1 pm	6	1	0	57	10	3.2	0	Males	Live	18/01/2023 16:01	############	############	12	
30/1 pm	6	1	0	51	10	3.2	2	Males	Live	18/01/2023 15:49	############	############	12	
30/1 pm	6	1	0	53	5	3.2	1	Males	Live	18/01/2023 15:39	############	############	12	
30/1 pm	6	1	0	56	5	3.2	2	Males	Live	18/01/2023 15:59	############	############	12	
30/1 pm	6	1	0	49	1	3.2	3	Males	Live	18/01/2023 15:28	############	############	12	
30/1 pm	6	1	0	48	10	3.2	2	Males	Live	18/01/2023 15:24	############	############	12	
30/1 pm	6	1	0	52	1	3.2	0	Males	Live	18/01/2023 15:33	############	############	12	
30/1 pm	6	1	0	59	5	3.2	1	Males	Live	18/01/2023 16:16	############	############	12	
30/1 pm	6	1	0	50	5	3.2	2	Males	Live	18/01/2023 15:31	############	############	12	
31/1 am	7	0	1	54	10	3.2	5	Males	Live	18/01/2023 15:48	############	############	12.75	
31/1 am	7	0	1	49	1	3.2	1	Males	Live	18/01/2023 15:28	############	############	12.75	
31/1 am	7	0	1	57	10	3.2	0	Males	Live	18/01/2023 16:01	############	############	12.75	
31/1 am	7	0	1	59	5	3.2	1	Males	Live	18/01/2023 16:16	############	############	12.75	
31/1 am	7	0	1	53	5	3.2	2	Males	Live	18/01/2023 15:39	############	############	12.75	
31/1 am	7	0	1	48	10	3.2	1	Males	Live	18/01/2023 15:24	############	############	12.75	
31/1 am	7	0	1	56	5	3.2	3	Males	Live	18/01/2023 15:59	############	############	12.75	
31/1 am	7	0	1	51	10	3.2	4	Males	Live	18/01/2023 15:49	############	############	12.75	
31/1 am	7	0	1	52	1	3.2	0	Males	Live	18/01/2023 15:33	############	############	12.75	
31/1 am	7	0	1	50	5	3.2	2	Males	Live	18/01/2023 15:31	############	############	12.75	
31/1 am	7	0	1	47	5	3.2	0	Males	Live	18/01/2023 15:24	############	############	12.75	
31/1 am	7	1	0	59	5	3.2	8	Males	Live	18/01/2023 16:16	############	############	12.75	
31/1 am	7	1	0	57	10	3.2	8	Males	Live	18/01/2023 16:01	############	############	12.75	
31/1 am	7	1	0	50	5	3.2	13	Males	Live	18/01/2023 15:31	############	############	12.75	
31/1 am	7	1	0	53	5	3.2	5	Males	Live	18/01/2023 15:39	############	############	12.75	
31/1 am	7	1	0	49	1	3.2	13	Males	Live	18/01/2023 15:28	############	############	12.75	
31/1 am	7	1	0	56	5	3.2	11	Males	Live	18/01/2023 15:59	############	############	12.75	
31/1 am	7	1	0	54	10	3.2	6	Males	Live	18/01/2023 15:48	############	############	12.75	
31/1 am	7	1	0	51	10	3.2	12	Males	Live	18/01/2023 15:49	############	############	12.75	
31/1 am	7	1	0	48	10	3.2	2	Males	Live	18/01/2023 15:24	############	############	12.75	
31/1 am	7	1	0	47	5	3.2	9	Males	Live	18/01/2023 15:24	############	############	12.75	
31/1 am	7	1	0	58	1	3.2	0	Males	Live	18/01/2023 16:05	############	############	12.75	
31/1 am	7	1	0	47	5	3.2	9	Males	Live	18/01/2023 15:24	############	############	12.75	
31/1 am	7	1	0	52	1	3.2	4	Males	Live	18/01/2023 15:33	############	############	12.75	
31/1 pm	8	0	1	50	5	3.2	2	Males	Live	18/01/2023 15:31	############	############	13	
31/1 pm	8	0	1	49	1	3.2	0	Males	Live	18/01/2023 15:28	############	############	13	
31/1 pm	8	0	1	54	10	3.2	2	Males	Live	18/01/2023 15:48	############	############	13	
31/1 pm	8	0	1	48	10	3.2	1	Males	Live	18/01/2023 15:24	############	############	13	
